"","time","precipitation","temperature","wind_speed","pressure_atm","vapor_p_def","sensible_heat","latent_heat","soil_water"
"1",19960101,0.099,-6.317,2.655,96.484,0.3,38.1644,8.04737,NA
"2",19960102,0.301,-8.194,2.04,96.908,0.288,16.899,11.0702,NA
"3",19960103,1.183,-6.493,2.058,97.854,0.301,33.0515,14.7321,NA
"4",19960104,0.42,-5.817,1.531,97.921,0.318,38.1644,8.04737,NA
"5",19960105,0,-7.153,3.054,97.179,0.329,16.899,11.0702,NA
"6",19960106,0,-5.468,3.968,96.576,0.308,33.0515,14.7321,NA
"7",19960107,0.142,-0.947,2.824,96.311,0.605,38.1644,8.04737,NA
"8",19960108,2.238,1.896,1.663,97.218,0.678,16.899,11.0702,NA
"9",19960109,0,1.084,2.275,97.183,0.998,33.0515,14.7321,NA
"10",19960110,0,0.359,2.027,97.025,1.124,38.1644,8.04737,NA
"11",19960111,0.216,2.857,2.16,96.772,2.326,16.899,11.0702,NA
"12",19960112,0.353,3.316,1.984,96.678,2.173,33.0515,14.7321,NA
"13",19960113,0,2.668,1.69,97.483,1.673,38.1644,8.04737,NA
"14",19960114,0,1.5,1.878,98.203,1.621,16.899,11.0702,NA
"15",19960115,0.077,-0.606,2.149,98.662,1.352,33.0515,14.7321,NA
"16",19960116,0.104,-0.85,1.661,98.85,0.928,38.1644,8.04737,NA
"17",19960117,0,1.348,1.489,98.656,0.806,16.899,11.0702,NA
"18",19960118,0.11,-6.124,1.124,98.152,0.435,33.0515,14.7321,NA
"19",19960119,0.415,-5.752,1.887,97.885,0.308,38.1644,8.04737,NA
"20",19960120,0.206,-6.586,3.874,97.965,0.338,16.899,11.0702,NA
"21",19960121,0,-6.308,3.255,98.255,0.33,33.0515,14.7321,NA
"22",19960122,0,-8.937,3.354,98.285,0.249,38.1644,8.04737,NA
"23",19960123,0,-7.097,4.793,97.894,0.303,16.899,11.0702,NA
"24",19960124,0,-7.851,5.426,97.706,0.292,33.0515,14.7321,NA
"25",19960125,0.164,-14.248,5.523,97.691,0.268,38.1644,8.04737,NA
"26",19960126,0.961,-11.978,4.636,97.624,0.272,16.899,11.0702,NA
"27",19960127,2.757,-10.601,3.275,97.945,0.285,33.0515,14.7321,NA
"28",19960128,0.778,-9.497,3.274,98.225,0.288,38.1644,8.04737,NA
"29",19960129,0.148,-6.894,3.412,98.25,0.287,16.899,11.0702,NA
"30",19960130,0,-6.47,3.129,98.734,0.291,33.0515,14.7321,NA
"31",19960131,0,-6.003,2.239,98.745,0.308,38.1644,8.04737,NA
"32",19960201,0,-3.877,2.407,98.075,0.328,16.899,11.0702,NA
"33",19960202,0.132,-3.104,1.901,97.016,0.328,33.0515,14.7321,NA
"34",19960203,1.739,-3.729,2.583,96.646,0.291,38.1644,8.04737,NA
"35",19960204,1.148,-6.385,1.84,97.11,0.314,16.899,11.0702,NA
"36",19960205,1.567,-6.182,1.847,97.024,0.31,33.0515,14.7321,NA
"37",19960206,0.021,-8.911,3.741,96.539,0.307,38.1644,8.04737,NA
"38",19960207,0,-10.704,3.685,96.366,0.267,16.899,11.0702,NA
"39",19960208,0,-9.842,3.104,96.638,0.292,33.0515,14.7321,NA
"40",19960209,0,-9.6,2.237,97.877,0.289,38.1644,8.04737,NA
"41",19960210,0,-6.686,2.495,97.501,0.296,16.899,11.0702,NA
"42",19960211,1.054,-0.545,2.388,97.119,0.91,33.0515,14.7321,NA
"43",19960212,0.69,0.207,4.583,96.469,1.222,38.1644,8.04737,NA
"44",19960213,1.445,-0.657,2.434,95.568,0.972,16.899,11.0702,NA
"45",19960214,4.249,-4.069,3.58,97.438,0.293,33.0515,14.7321,NA
"46",19960215,0.77,-4.19,3.188,98.513,0.338,38.1644,8.04737,NA
"47",19960216,6.924,-0.113,6.403,96.964,0.363,16.899,11.0702,NA
"48",19960217,6.233,0.326,6.885,96.171,0.522,33.0515,14.7321,NA
"49",19960218,8.741,0.396,4.74,95.994,0.742,38.1644,8.04737,NA
"50",19960219,0.448,1.257,2.744,95.358,1.528,16.899,11.0702,NA
"51",19960220,1.942,-1.746,3.135,96.356,0.613,33.0515,14.7321,NA
"52",19960221,1.518,-6.961,4.298,96.873,0.39,38.1644,8.04737,NA
"53",19960222,0.684,-8.04,3.08,97.006,0.302,16.899,11.0702,NA
"54",19960223,0.502,-7.534,1.716,97.293,0.293,33.0515,14.7321,NA
"55",19960224,0,-4.999,1.972,97.268,0.304,38.1644,8.04737,NA
"56",19960225,0,2.351,3.337,96.997,2.459,16.899,11.0702,NA
"57",19960226,0,2.119,2.691,97.365,2.933,33.0515,14.7321,NA
"58",19960227,0,4.717,1.443,97.74,4.074,38.1644,8.04737,NA
"59",19960228,0,3.259,1.204,98.207,2.897,16.899,11.0702,NA
"60",19960229,0,-1.538,1.248,98.256,0.362,33.0515,14.7321,NA
"61",19960301,2.49,-2.12,4.913,97.474,0.459,38.1644,8.04737,NA
"62",19960302,2.901,-3.296,4.24,97.36,0.308,16.899,11.0702,NA
"63",19960303,1.692,-4.905,2.813,97.404,0.323,33.0515,14.7321,NA
"64",19960304,0.885,-5.749,1.593,97.549,0.335,38.1644,8.04737,NA
"65",19960305,0.842,-2.446,3.051,97.612,0.258,16.899,11.0702,NA
"66",19960306,1.657,-1.101,2.113,97.719,0.419,33.0515,14.7321,NA
"67",19960307,0.677,-0.447,3.475,98.015,0.79,38.1644,8.04737,NA
"68",19960308,0,-2.67,4.15,98.701,0.393,16.899,11.0702,NA
"69",19960309,0,-3.635,4.202,98.771,0.762,33.0515,14.7321,NA
"70",19960310,0,-4.88,3.539,98.73,0.316,38.1644,8.04737,NA
"71",19960311,2.437,-5.967,3.669,97.787,0.312,16.899,11.0702,NA
"72",19960312,0.625,-7.038,4.472,97.488,0.311,33.0515,14.7321,NA
"73",19960313,1.352,-5.468,3.233,97.097,0.27,38.1644,8.04737,NA
"74",19960314,0.497,-3,1.948,97.145,0.346,16.899,11.0702,NA
"75",19960315,0,-2.268,3.267,97.204,0.379,33.0515,14.7321,NA
"76",19960316,0,0.366,4.327,97.132,0.875,38.1644,8.04737,NA
"77",19960317,0.073,0.371,2.594,97.432,0.944,16.899,11.0702,NA
"78",19960318,0.106,-0.546,1.613,97.669,0.362,33.0515,14.7321,NA
"79",19960319,0,1.471,1.533,97.509,1.271,38.1644,8.04737,NA
"80",19960320,0,3.8,1.581,97.083,3.533,16.899,11.0702,NA
"81",19960321,0,5.315,1.208,97.122,3.958,33.0515,14.7321,NA
"82",19960322,0,5.013,1.508,97.298,2.809,38.1644,8.04737,NA
"83",19960323,0.35,5.543,1.774,97.666,2.332,16.899,11.0702,NA
"84",19960324,6.574,5.548,3.151,97.565,0.592,33.0515,14.7321,NA
"85",19960325,0.317,2.629,2.034,98.002,1.396,38.1644,8.04737,NA
"86",19960326,2.705,2.831,2.35,96.944,2.009,16.899,11.0702,NA
"87",19960327,1.17,-0.64,3.524,97.31,0.519,33.0515,14.7321,NA
"88",19960328,0,1.383,1.892,97.19,1.653,38.1644,8.04737,NA
"89",19960329,3.1,0.151,3.26,96.515,0.766,16.899,11.0702,NA
"90",19960330,1.905,-1.318,2.742,96.512,0.516,33.0515,14.7321,NA
"91",19960331,4.502,-2.937,3.667,96.798,0.356,38.1644,8.04737,NA
"92",19960401,0,-2.184,2.213,96.88,0.518,16.899,11.0702,NA
"93",19960402,0.1,-0.757,3.263,97.255,0.531,33.0515,14.7321,NA
"94",19960403,0,-2.352,4.45,97.846,0.311,38.1644,8.04737,NA
"95",19960404,2.8,-0.604,4.694,98.14,0.347,16.899,11.0702,NA
"96",19960405,11.4,1.109,3.856,97.979,0.382,33.0515,14.7321,NA
"97",19960406,0,4.844,1.621,97.722,2.057,38.1644,8.04737,NA
"98",19960407,0.1,7.994,1.846,97.715,3.103,16.899,11.0702,NA
"99",19960408,0,9.868,2.563,97.926,4.107,33.0515,14.7321,NA
"100",19960409,0,5.573,2.877,98.078,1.566,38.1644,8.04737,NA
"101",19960410,0,7.844,2.985,97.673,3.608,16.899,11.0702,NA
"102",19960411,2.1,4.013,3.671,97.171,1.568,33.0515,14.7321,NA
"103",19960412,9.2,-3.434,4.375,97.294,0.564,38.1644,8.04737,NA
"104",19960413,1.3,-1.353,4.767,97.246,0.332,16.899,11.0702,NA
"105",19960414,3.5,2.406,5.469,97.684,1.888,33.0515,14.7321,NA
"106",19960415,0,5.124,4.131,98.148,5.135,38.1644,8.04737,NA
"107",19960416,0,7.472,1.977,97.808,6.373,16.899,11.0702,NA
"108",19960417,0,9.597,3.173,97.262,7.35,33.0515,14.7321,NA
"109",19960418,0,12.89,2.785,97.506,9.513,38.1644,8.04737,NA
"110",19960419,0,15.658,2.598,97.794,11.964,15.9189,10.8774,NA
"111",19960420,0,17.169,3.883,97.514,13.781,44.8931,11.0947,NA
"112",19960421,0,19.104,3.858,97.186,15.774,50.675,9.71119,NA
"113",19960422,0,19.817,3.688,97.128,16.179,44.8286,15.398,NA
"114",19960423,0,20.243,2.915,96.776,15.316,51.196,18.3262,NA
"115",19960424,3.3,11.528,3.127,97.331,2.532,5.71498,3.7091,NA
"116",19960425,0,11.576,3.071,97.964,5.623,86.051,19.9291,NA
"117",19960426,0,11.586,2.567,97.828,6.505,67.9431,17.7405,NA
"118",19960427,0,12.377,2.163,97.533,5.989,55.3699,12.5474,NA
"119",19960428,0,13.465,2.74,96.603,6.811,60.1217,15.2229,NA
"120",19960429,8,7.656,2.462,96.475,2.337,39.9788,10.5885,NA
"121",19960430,0,11.078,3.035,96.234,6.478,71.5252,19.1886,NA
"122",19960501,0,10.174,2.104,96.052,2.207,61.0302,8.78117,NA
"123",19960502,0.6,11.109,2.273,95.682,2.662,56.2265,13.0786,NA
"124",19960503,10.2,11.451,2.917,95.721,3.245,42.9231,10.7292,NA
"125",19960504,14.4,7.332,3.156,96.434,1.094,28.6126,1.70925,NA
"126",19960505,0.1,5.656,2.352,97.419,2.317,48.3281,12.3549,NA
"127",19960506,0.4,7.023,4.604,97.426,1.125,53.6845,10.3932,NA
"128",19960507,0,6.968,4.554,97.384,1.106,15.1643,0.449619,NA
"129",19960508,1,7.067,3.183,97.242,0.481,34.6843,-0.377763,NA
"130",19960509,10.1,4.098,2.269,96.857,0.365,2.62114,1.13554,NA
"131",19960510,1.2,3.163,1.283,96.868,0.434,-5.31506,0.757137,NA
"132",19960511,0.3,6.127,3.215,97.117,1.003,7.85904,3.35791,NA
"133",19960512,2.3,7.625,2.612,97.156,0.388,6.47304,0.0704724,NA
"134",19960513,1.5,9.174,3.244,97.289,0.435,-5.03622,1.04242,NA
"135",19960514,0.2,9.187,1.646,97.161,0.448,19.0739,0.5277,NA
"136",19960515,0.5,8.527,1.858,96.98,0.485,19.2867,0.062705,NA
"137",19960516,2.8,6.039,2.2,97.128,0.453,32.25,0.702855,NA
"138",19960517,0.6,14.256,2.737,96.721,4.392,50.7723,11.2237,NA
"139",19960518,26.2,16.278,3.221,96.565,6.142,55.5669,10.3325,NA
"140",19960519,10.2,15.496,3.915,96.41,4.73,47.0611,11.6779,NA
"141",19960520,3.4,10.975,2.21,96.83,3.279,62.6746,12.7545,NA
"142",19960521,0,11.366,2.296,97.613,5.396,89.4475,18.5886,NA
"143",19960522,2.1,8.399,2.315,97.844,2.402,43.521,4.82373,NA
"144",19960523,1,10.512,3.719,97.622,3.721,36.4891,8.76113,NA
"145",19960524,0.3,14.936,3.542,97.319,6.896,62.4583,19.1606,NA
"146",19960525,5.1,14.9,4.442,96.711,5.578,37.1012,11.7235,NA
"147",19960526,2,11.43,2.406,96.987,4.624,86.6689,19.9439,NA
"148",19960527,7.7,11.637,3.487,96.459,2.891,53.2597,14.4658,NA
"149",19960528,6.5,6.147,3.458,97.295,2.338,32.7302,7.13972,NA
"150",19960529,0,11.443,2.525,98.062,6.964,111.58,24.604,NA
"151",19960530,0,18.08,4.246,97.98,7.722,91.8964,21.2158,NA
"152",19960531,0,21.919,5.121,97.692,8.095,110.485,15.8143,NA
"153",19960601,1.926,17.973,2.733,97.492,5.476,75.5044,8.77686,NA
"154",19960602,24.125,11.361,3.852,97.426,0.812,-0.698454,4.5497,NA
"155",19960603,14.293,10.822,2.275,97.571,0.315,-5.05878,1.25618,NA
"156",19960604,0.228,12.935,1.992,98.426,3.688,74.8629,17.3555,NA
"157",19960605,0,17.072,1.98,98.682,6.497,115.301,31.3205,NA
"158",19960606,0,20.684,2.117,98.149,9.972,107.837,30.1249,NA
"159",19960607,0,19.45,1.187,97.852,8.571,80.5966,12.7891,NA
"160",19960608,0.315,15.613,1.569,97.677,5.653,67.7844,8.96877,NA
"161",19960609,10.264,14.488,1.069,97.755,5.044,31.0901,12.9973,NA
"162",19960610,0.593,15.319,1.003,97.995,6.086,78.6459,20.261,NA
"163",19960611,3.513,19.476,0.999,98.058,8.566,50.2481,16.2575,NA
"164",19960612,11.162,21.257,2.736,97.962,8.404,60.6451,14.8595,NA
"165",19960613,0.001,11.512,4.123,98.468,5.047,100.179,18.1066,NA
"166",19960614,0,10.074,3.465,98.468,4.141,76.2989,12.0509,NA
"167",19960615,0,11.682,1.931,98.344,4.779,81.9904,19.452,NA
"168",19960616,0.092,12.875,1.745,98.053,4.351,63.7974,20.8767,NA
"169",19960617,0,16.586,1.331,97.679,8.301,77.8385,17.1206,NA
"170",19960618,1.611,16.472,3.322,96.808,7.219,56.6626,14.6087,NA
"171",19960619,0,11.092,3.383,96.663,4.003,50.3988,10.5814,NA
"172",19960620,3.092,10.233,3.117,96.461,2.237,20.7664,4.40764,NA
"173",19960621,1.299,10.313,2.094,96.447,1.867,17.2786,4.07292,NA
"174",19960622,6.184,8.639,2.656,96.721,1.37,7.58788,0.434842,NA
"175",19960623,4.652,8.914,3.19,97.361,1.336,2.39501,2.49093,NA
"176",19960624,0,9.634,2.306,97.786,2.561,27.7991,6.77635,NA
"177",19960625,0,11.378,2.038,98.019,3.47,44.2456,11.8115,NA
"178",19960626,0,13.95,2.119,97.848,5.508,84.2174,23.3886,NA
"179",19960627,0.1,12.41,3.748,97.667,4.103,60.6101,17.6676,NA
"180",19960628,0,13.244,3.654,97.546,4.65,95.4537,15.1313,NA
"181",19960629,8.1,12.35,3.715,96.763,3.525,23.7923,12.3122,NA
"182",19960630,3.3,12.889,3.819,96.839,3.697,19.4705,9.98832,NA
"183",19960701,1.3,13.835,3.773,96.396,4.362,47.2229,16.6405,NA
"184",19960702,0.4,14.409,4.04,96.58,4.731,87.7463,18.7044,NA
"185",19960703,0,14.699,3.077,97.083,5.076,99.3198,21.3639,NA
"186",19960704,0.2,16.086,5.327,96.95,5.421,59.7749,13.9917,NA
"187",19960705,15.9,19.151,4.3,96.725,7.027,65.9656,7.78685,NA
"188",19960706,1.9,12.821,3.108,96.311,1.776,9.72708,11.6399,NA
"189",19960707,0.9,13.235,2.427,96.704,4.528,50.298,19.3522,NA
"190",19960708,58.1,9.749,5.592,96.11,0.616,19.2756,0.264657,NA
"191",19960709,6,9.302,5.235,97.049,1.173,7.20917,0.390625,NA
"192",19960710,0,12.976,3.175,97.407,3.458,59.0974,11.8256,NA
"193",19960711,11.4,11.647,3.322,97.699,0.874,1.23053,2.76584,NA
"194",19960712,5.3,15.504,3.456,97.396,2.196,30.4881,0.861833,NA
"195",19960713,0,17.627,2.825,97.73,4.449,67.1546,14.4389,NA
"196",19960714,0,19.873,3.237,98.075,7.47,98.9516,15.429,NA
"197",19960715,0,14.986,2.971,98.134,2.421,13.3073,6.44526,NA
"198",19960716,0,11.24,3.836,98.239,3.365,60.7231,9.86197,NA
"199",19960717,0,12.839,3.14,98.128,3.92,97.321,15.32,NA
"200",19960718,1.7,10.501,3.574,97.786,2.386,28.7801,4.56013,NA
"201",19960719,0.3,11.469,3.021,98.194,3.481,77.5002,20.6281,NA
"202",19960720,0,13.205,1.673,98.364,5.627,114.482,26.551,NA
"203",19960721,0,15.619,1.781,98.336,8.405,101.091,41.6187,NA
"204",19960722,0,17.768,2.262,98.213,10.222,99.9838,40.0219,NA
"205",19960723,0,19.552,4.222,97.545,11.881,92.1581,34.412,NA
"206",19960724,22.6,16.041,3.784,96.655,3.81,30.896,18.2737,NA
"207",19960725,3.4,13.084,3.692,97.025,1.87,12.6885,8.16608,NA
"208",19960726,5.6,12.883,3.109,97.729,0.811,10.2693,11.3506,NA
"209",19960727,0.1,17.887,2.386,97.657,6.465,71.3561,31.0397,NA
"210",19960728,0,19.187,2.08,97.505,6.614,53.1439,27.9057,NA
"211",19960729,0.8,17.922,2.079,97.362,3.67,34.2057,18.2777,NA
"212",19960730,3.7,16.444,3.287,97.092,3.519,9.9611,14.3541,NA
"213",19960731,0,17.666,3.344,97.367,5.173,44.3425,15.4765,NA
"214",19960801,0,21.065,2.272,97.425,9.166,75.1408,32.8084,NA
"215",19960802,0,17.732,2.24,97.698,6.462,51.057,23.4192,NA
"216",19960803,0,15.865,2.272,98.07,5.992,44.0628,21.017,NA
"217",19960804,0,15.027,1.819,98.186,6.615,62.7804,18.2324,NA
"218",19960805,0,14.542,2.649,97.862,5.727,58.2357,17.8221,NA
"219",19960806,0,14.371,2.221,97.612,5.412,51.2832,21.3502,NA
"220",19960807,0,16.928,2.31,97.587,6.765,46.4934,20.5885,NA
"221",19960808,0.9,17.389,1.376,97.512,5.106,7.27044,11.977,NA
"222",19960809,0,19.431,2.569,97.608,9.322,51.9115,25.0182,NA
"223",19960810,0,19.587,2.879,97.326,11.228,66.9042,26.5882,NA
"224",19960811,16.4,17.084,2.585,96.824,4.329,33.4044,15.0085,NA
"225",19960812,0.7,16.119,3.119,96.713,3.375,-1.13117,9.98299,NA
"226",19960813,6.3,14.253,3.081,96.878,3.279,27.675,15.3801,NA
"227",19960814,1.9,14.095,2.792,96.964,2.507,-1.01656,12.0282,NA
"228",19960815,7.3,14.941,2.895,97.238,2.726,29.4396,12.5011,NA
"229",19960816,26.3,14.595,3.484,97.489,0.892,-5.44903,6.32531,NA
"230",19960817,0.5,14.244,2.571,97.867,1.229,-0.266875,5.75808,NA
"231",19960818,0,17.588,1.912,98.069,4.685,63.7317,23.0299,NA
"232",19960819,0,20.681,2.696,97.95,11.47,46.5478,28.9728,NA
"233",19960820,0,21.539,3.319,97.639,14.761,54.9356,31.8544,NA
"234",19960821,0,21.493,2.936,97.261,14.09,50.8746,29.0656,NA
"235",19960822,0.7,20.923,1.707,97.014,11.642,43.5421,26.2267,NA
"236",19960823,0,20.649,2.335,97.069,11.314,55.6831,34.0554,NA
"237",19960824,24.5,18.276,2.798,96.957,5.646,9.5297,12.7706,NA
"238",19960825,12.6,15.625,3.259,97.166,4.362,-7.24965,13.692,NA
"239",19960826,1.7,16.261,2.217,97.36,5.931,40.1569,32.8065,NA
"240",19960827,0.6,15.978,2.287,97.456,4.402,17.1311,23.7514,NA
"241",19960828,1.9,14.264,2.719,96.939,2.161,1.58101,15.5055,NA
"242",19960829,0.1,14.828,4.404,97.19,6.77,61.9311,64.6389,NA
"243",19960830,0,14.717,4.171,97.367,6.631,33.8976,51.8694,NA
"244",19960831,0,13.589,3.277,97.726,4.284,42.4347,39.8947,NA
"245",19960901,0,11.868,2.741,98.092,3.446,24.6977,26.2802,NA
"246",19960902,0,12.097,3.072,98.167,3.913,12.1054,23.3285,NA
"247",19960903,0,14.398,2.708,97.956,4.461,41.0479,37.6152,NA
"248",19960904,0,14.045,2.392,97.642,3.458,21.746,32.5884,NA
"249",19960905,4.2,10.448,3.436,97.365,2.489,13.6544,25.2317,NA
"250",19960906,17.1,7.004,3.633,97.204,1.083,-10.397,19.4031,NA
"251",19960907,6.7,8.959,5.028,97.443,2.379,2.1089,18.8525,NA
"252",19960908,1.5,9.162,3.196,97.646,2.418,-5.9136,21.7923,NA
"253",19960909,9.1,8.955,2.608,97.561,2.018,-4.45624,16.3017,NA
"254",19960910,2.3,8.682,3.139,97.162,1.441,-14.3364,13.2982,NA
"255",19960911,1,9.4,3.245,96.977,2.072,-5.29316,16.9413,NA
"256",19960912,3.5,9.204,3.851,96.059,2.518,-7.39193,21.0066,NA
"257",19960913,1.6,6.298,2.352,95.813,0.9,-10.2226,3.90367,NA
"258",19960914,7.6,8.311,3.357,96.96,1.617,-2.16494,16.9657,NA
"259",19960915,5.1,7.917,2.895,97.615,1.02,-12.1983,4.38131,NA
"260",19960916,0.1,8.315,3.038,97.833,2.393,19.1194,24.8969,NA
"261",19960917,0.9,6.725,2.314,97.645,1.201,-5.97238,3.56914,NA
"262",19960918,0.1,7.366,3.955,97.704,1.35,-1.36717,7.97899,NA
"263",19960919,0,8.742,4.252,97.424,2.963,30.0887,32.5351,NA
"264",19960920,0,7.338,3.14,96.935,1.826,35.5966,28.2039,NA
"265",19960921,2.7,6.248,2.333,96.702,0.479,-13.258,2.2487,NA
"266",19960922,0.1,6.929,2.605,96.751,0.669,-11.0591,1.79135,NA
"267",19960923,0.1,6.738,3.05,96.596,0.746,1.25625,0.765739,NA
"268",19960924,6.7,6.096,2.494,96.634,0.496,6.4607,1.07093,NA
"269",19960925,5.4,7.718,2.173,96.841,1.184,-2.09529,7.38502,NA
"270",19960926,0.9,9.181,1.934,97.411,2.019,3.00335,16.2518,NA
"271",19960927,1.1,11.159,3.55,97.218,3.199,19.9418,36.1385,NA
"272",19960928,0.1,11.01,3.092,97.749,2.021,16.753,25.0671,NA
"273",19960929,3.5,10.569,4.681,97.916,2.82,-10.784,25.0046,NA
"274",19960930,0,15.825,4.538,97.186,5.595,36.4949,53.3039,NA
"275",19961001,1.2,16.512,4.06,96.282,7.611,19.0074,49.3851,NA
"276",19961002,2.7,8.565,4.007,96.965,1.661,-0.325193,16.4422,NA
"277",19961003,0,8.386,3.297,98.095,2.883,42.7986,18.9289,NA
"278",19961004,0.4,10.521,4.259,97.59,4.771,-1.74605,33.146,NA
"279",19961005,4.8,9.372,1.687,97.198,1.621,5.73313,9.67117,NA
"280",19961006,0.8,7.765,1.625,97.779,0.891,-5.56938,0.696042,NA
"281",19961007,0.2,10.271,1.948,98.001,1.662,9.3376,19.8346,NA
"282",19961008,0.1,11.762,1.852,97.629,1.652,16.8508,22.9768,NA
"283",19961009,0,10.81,1.843,97.509,0.94,-4.46739,7.35604,NA
"284",19961010,2.4,8.835,1.874,97.948,0.523,-4.22948,-1.31204,NA
"285",19961011,0,9.197,2.341,98.143,2.148,9.8973,30.7792,NA
"286",19961012,0,10.374,3.718,97.588,4.149,30.2112,36.2464,NA
"287",19961013,0,12.365,3.491,97.451,4.674,19.4841,36.9066,NA
"288",19961014,0,11.527,3.348,97.164,3.993,30.3767,35.9117,NA
"289",19961015,0,11.355,2.31,96.725,3.268,18.9168,31.9721,NA
"290",19961016,16.6,11.697,1.896,96.257,1.902,6.64642,21.9477,NA
"291",19961017,5,8.616,1.977,96.55,0.531,-6.83708,4.39442,NA
"292",19961018,3.5,8.254,1.907,97.085,0.788,-6.65058,16.3293,NA
"293",19961019,1.5,7.778,3.307,97.192,1.57,-6.46225,19.0026,NA
"294",19961020,0.3,7.785,2.879,97.549,1.457,7.05833,19.8083,NA
"295",19961021,10,8.912,2.448,97.144,1.074,-1.09935,8.12129,NA
"296",19961022,1.9,7.478,4.961,97.832,1.181,-9.5254,22.7614,NA
"297",19961023,0.1,6.245,2.11,98.503,1.095,9.12448,9.31202,NA
"298",19961024,0.1,5.602,2.833,98.611,2.328,1.64625,23.9067,NA
"299",19961025,0,5.237,3.034,98.348,2.817,22.0946,18.8278,NA
"300",19961026,0.1,7.333,3.635,98.221,3.474,8.50102,26.4802,NA
"301",19961027,2.1,9.24,3.96,97.888,2.717,6.52813,23.527,NA
"302",19961028,0.1,11.889,5.106,96.7,3.418,17.7954,35.0596,NA
"303",19961029,2.1,10.736,6.389,95.879,3.782,53.3969,45.4263,NA
"304",19961030,1.8,5.702,5.92,97.303,2.018,28.4091,24.1903,NA
"305",19961031,0.3,5.764,4.156,97.823,1.095,-1.86531,25.884,NA
"306",19961101,5.265,8.143,4.248,97.353,0.84,-17.3522,13.4275,NA
"307",19961102,0.29,9.527,5.198,97.939,1.369,27.5402,21.846,NA
"308",19961103,0.507,11.848,4.314,97.714,0.655,-2.38286,29.8851,NA
"309",19961104,0,11.587,4.842,97.183,0.777,-7.75649,27.528,NA
"310",19961105,0,11.149,5.37,96.572,0.556,13.6176,32.7741,NA
"311",19961106,0,8.7,6.516,96.901,0.594,43.3903,22.1785,NA
"312",19961107,5.655,9.235,4.921,96.523,1.29,15.6194,21.9168,NA
"313",19961108,5.702,8.078,3.284,97.631,1.315,-18.7549,15.96,NA
"314",19961109,0.944,8.354,4.451,98.197,1.343,-9.3501,19.9913,NA
"315",19961110,0.002,7.71,2.844,97.634,1.275,-4.71,10.1985,NA
"316",19961111,2.524,8.358,3.394,96.514,2.779,-8.82512,19.8038,NA
"317",19961112,1.209,11.563,2.85,96.11,4.648,-14.6977,11.7304,NA
"318",19961113,3.697,7.001,2.794,96.344,1.924,-15.1228,6.81879,NA
"319",19961114,0.791,0.872,1.981,97.642,0.509,-5.64635,7.48738,NA
"320",19961115,3.534,1.456,2.313,98.075,0.376,0.81125,8.44037,NA
"321",19961116,2.958,2.802,1.277,97.916,0.412,-4.97833,8.59988,NA
"322",19961117,0.521,2.714,1.24,97.023,0.489,-5.00542,8.65835,NA
"323",19961118,8.132,3.782,2.127,95.755,0.436,-0.782088,8.60218,NA
"324",19961119,0.931,2.209,4.909,95.423,1.58,-0.904763,6.58312,NA
"325",19961120,0.205,4.417,4.621,94.806,2.266,-7.70812,6.74233,NA
"326",19961121,0.662,2.486,5.236,95.467,1.803,25.391,8.1696,NA
"327",19961122,0,0.417,4.159,96.714,1.333,-8.08237,5.9456,NA
"328",19961123,0,0.005,2.819,96.95,2.543,-11.7258,4.14773,NA
"329",19961124,0.858,-1.515,3.758,97.399,0.344,-1.5338,0.180162,NA
"330",19961125,0.7,-1.072,4.594,96.71,0.424,16.8323,7.17177,NA
"331",19961126,0.898,0.465,2.324,95.955,0.746,-3.72648,1.54772,NA
"332",19961127,2.855,-0.809,2.179,96.409,0.506,-0.354375,4.02729,NA
"333",19961128,1.876,-2.557,2.929,96.573,0.378,-4.7579,3.27816,NA
"334",19961129,4.778,-1.242,4.756,96.491,0.399,14.1015,11.9473,NA
"335",19961130,2.965,0.151,3.996,95.554,0.703,-17.8629,12.0496,NA
"336",19961201,1.675,-0.526,3.415,96.931,0.54,-9.95935,6.41604,NA
"337",19961202,3.84,1.173,4.793,96.445,0.667,-19.0938,11.1555,NA
"338",19961203,1.854,2.053,4.306,96.937,1.48,0.345219,19.0036,NA
"339",19961204,0.616,4.544,5.04,96.959,3.558,12.7111,10.4775,NA
"340",19961205,0,0.97,2.656,97.366,1.807,9.19967,3.45016,NA
"341",19961206,0,0.812,2.088,97.712,1.829,6.84441,5.76795,NA
"342",19961207,0,-1.932,1.465,98.269,0.645,7.7311,3.51855,NA
"343",19961208,0,-2.374,2.389,98.576,0.343,9.77645,3.58895,NA
"344",19961209,0,-1.483,1.42,98.168,0.372,5.32428,2.44046,NA
"345",19961210,0,-0.079,1.657,97.634,0.889,13.381,2.56011,NA
"346",19961211,0.102,-1.042,2.104,97.447,0.591,-0.285881,3.23025,NA
"347",19961212,0.11,0.847,2.804,97.039,1.445,3.48131,2.45451,NA
"348",19961213,3.639,1.681,2.707,96.158,1.357,-5.51713,2.548,NA
"349",19961214,3.62,-3.562,2.952,96.334,0.328,-0.426319,2.567,NA
"350",19961215,1.88,-1.044,5.862,96.517,0.88,-1.72732,26.0516,NA
"351",19961216,0.827,-0.166,3.174,97.482,0.577,-9.1247,4.73903,NA
"352",19961217,0.655,0.704,2.994,97.103,0.616,-12.5539,4.09988,NA
"353",19961218,0.231,2.61,2.62,96.69,0.848,-11.5757,5.37793,NA
