"","time","precipitation","temperature","wind_speed","pressure_atm","vapor_p_def","sensible_heat","latent_heat","soil_water"
"1542",20000321,0,2.604,2.373,97.712,0.628,12.0641,12.7046,29.004
"1543",20000322,0,8.568,3.056,97.242,4.861,62.1795,31.3645,27.909
"1544",20000323,0,9.019,3.233,96.958,4.629,47.1244,31.0735,27.128
"1545",20000324,5.4,6.771,2.281,96.756,1.651,-17.0802,11.4651,27.029
"1546",20000325,0.1,7.969,3.067,96.902,2.455,-10.9271,26.9845,28.252
"1547",20000326,2.5,7.85,2.08,96.525,3.21,32.6456,31.0005,27.484
"1548",20000327,14.6,2.681,2.811,96.194,0.532,-9.90829,2.53114,32.919
"1549",20000328,6.6,1.214,2.01,96.6,0.491,5.90062,6.11167,33.408
"1550",20000329,0.3,3.91,3.014,96.767,0.773,-1.14544,18.9345,30.987
"1551",20000330,23.6,3.552,3.653,95.825,0.614,-6.66982,7.95036,33.432
"1552",20000331,2.1,3.301,3.063,96.008,0.838,0.853615,27.1561,33.074
"1553",20000401,0,5.503,2.259,96.017,2.343,10.0131,28.9029,30.98
"1554",20000402,0,7.384,2.663,96.115,4.422,44.5043,39.4717,29.533
"1555",20000403,0,8.832,3.534,95.269,4.621,99.8998,41.381,28.666
"1556",20000404,0.6,9.935,3.022,94.869,4.291,9.32799,46.1138,28.426
"1557",20000405,0,5.283,4.285,95.862,2.361,22.5027,13.891,29.173
"1558",20000406,0,1.805,4.28,97.725,2.798,134.454,27.6106,28.998
"1559",20000407,2.1,3.05,3.794,98.156,1.439,44.9773,21.4888,26.536
"1560",20000408,0.4,4.152,2.302,97.806,2.647,31.2623,36.421,25.987
"1561",20000409,0,4.595,2.261,97.096,2.726,40.0331,25.7228,25.559
"1562",20000410,0,4.842,2.21,96.515,3.162,55.4705,33.1164,25.087
"1563",20000411,1.5,6.135,1.354,95.394,3.296,53.341,34.3387,24.391
"1564",20000412,1.3,5.932,3.533,94.91,2.523,-23.7526,35.344,24.045
"1565",20000413,0,6.495,5.28,95.413,4.16,41.4941,37.6357,23.645
"1566",20000414,1.2,6.621,3.184,95.712,2.662,2.0246,31.4554,23.512
"1567",20000415,13.4,10.836,3.231,95.51,5.497,48.9248,68.7544,23.172
"1568",20000416,0,10.149,3.526,95.848,6.642,84.8685,77.4371,25.817
"1569",20000417,0.1,12.991,3.572,95.829,7.586,57.9488,64.8818,23.92
"1570",20000418,4.3,9.99,1.86,96.64,3.712,33.3692,52.3555,25.709
"1571",20000419,0.1,11.834,2.409,96.519,3.354,43.0587,43.2277,25.136
"1572",20000420,0.1,12.983,2.499,97.133,5.054,69.6862,58.205,24.33
"1573",20000421,0.1,17.744,2.181,97.102,9.086,53.346,67.8096,23.206
"1574",20000422,0,19.72,3.012,97.023,13.03,61.3217,83.4833,22.135
"1575",20000423,0,21.404,3.571,96.483,16.225,52.5785,94.2821,21.122
"1576",20000424,0.1,12.854,3.773,96.348,3.933,47.3653,24.5129,20.164
"1577",20000425,1.6,8.78,2.418,96.985,1.969,42.947,35.1067,20.336
"1578",20000426,0,14.643,2.81,96.892,6.235,86.2487,65.6642,19.587
"1579",20000427,0,17.585,3.625,96.9,9.078,56.9465,74.1418,18.567
"1580",20000428,0,18.554,5.613,96.562,10.527,68.0377,87.8958,17.931
"1581",20000429,0,18.749,4.485,97,10.507,81.4086,84.0313,17.403
"1582",20000430,0.1,19.355,3.612,97.429,11.763,70.8124,74.7946,16.789
"1583",20000501,0.6,16.109,2.33,97.381,5.102,60.6883,46.0192,16.169
"1584",20000502,0,15.627,3.281,97.51,7.871,90.9604,88.0597,15.815
"1585",20000503,0,14.86,2.169,97.415,11.107,107.808,81.9281,15.616
"1586",20000504,0,16.772,2.458,97.304,11.006,101.349,64.1798,15.05
"1587",20000505,0,17.54,2.275,97.258,10.785,93.5935,68.0775,14.661
"1588",20000506,0,18.723,3.34,97.204,13.156,97.3833,83.0706,14.216
"1589",20000507,0,19.253,3.147,97.269,13.44,108.458,83.4342,13.833
"1590",20000508,4.7,18.23,2.714,97.21,9.314,33.1513,61.9509,13.529
"1591",20000509,2,17.302,1.623,97.325,6.563,72.7298,78.1397,15.059
"1592",20000510,0.1,18.683,2.398,97.242,8.353,84.0833,63.3404,14.542
"1593",20000511,0,20.198,2.283,97.246,10.878,86.7315,73.0974,14.253
"1594",20000512,0,14.228,3.539,97.646,8.09,131.978,70.3363,13.821
"1595",20000513,0,12.982,2.585,98.006,9.678,118.006,64.9075,13.787
"1596",20000514,0,17.137,2.17,98.012,12.603,128.852,73.5337,13.394
"1597",20000515,0,20.275,2.534,97.721,15.456,121.598,74.509,12.966
"1598",20000516,0,22.061,2.588,97.21,17.898,91.9379,91.0747,12.665
"1599",20000517,28.3,19.356,3.523,96.712,10.668,39.7387,78.9583,14.229
"1600",20000518,0.8,12.864,2.301,96.452,3.599,-15.4317,67.8412,19.225
"1601",20000519,1.5,9.88,2.851,96.348,3.471,12.0637,58.2125,18.595
"1602",20000520,2.7,7.464,3.547,96.375,2.136,22.0031,50.5332,18.681
"1603",20000521,0.1,10.441,2.349,96.492,4.382,53.3832,63.1988,17.8
"1604",20000522,10.4,8.608,3.344,96.648,1.212,-22.5748,36.4377,20.796
"1605",20000523,0,12.162,2.423,97.506,4.481,38.4546,76.3392,23.602
"1606",20000524,0,15.54,2.563,97.179,7.828,44.7842,82.6979,21.955
"1607",20000525,0,17.42,4.327,96.831,8.587,56.5172,80.5579,20.603
"1608",20000526,0,14.78,2.664,97.24,6.724,98.9419,80.5129,19.544
"1609",20000527,0.4,15.278,3.875,96.798,5.741,31.4163,61.6745,18.831
"1610",20000528,1.3,13.056,3.599,96.517,5.678,25.6748,70.3399,18.23
"1611",20000529,0.3,9.934,3.63,96.71,4.888,68.7913,75.5124,17.636
"1612",20000530,2.2,9.253,2.594,97.06,4,66.6506,62.5511,18.557
"1613",20000531,2.4,9.023,2.137,97.24,2.265,17.0537,61.5095,17.491
"1614",20000601,0,14.132,3.644,97.869,7.801,86.734,80.1314,17.074
"1615",20000602,0,19.788,3.954,97.573,11.66,106.345,82.8199,15.146
"1616",20000603,0,22.271,2.877,97.458,13.815,92.0735,83.3494,14.669
"1617",20000604,0,21.734,2.71,97.258,11.326,110.897,87.368,14.084
"1618",20000605,4.4,21.134,2.009,97.094,8.667,47.6208,67.4216,13.684
"1619",20000606,0.4,14.434,3.181,97.069,3.111,-8.36536,62.8135,13.367
"1620",20000607,2,10.742,3.294,97.469,2.94,48.6729,72.4266,13.435
"1621",20000608,0.1,13.67,2.194,97.777,6.846,79.7299,64.129,13.124
"1622",20000609,0,19.306,3.392,97.417,12.042,136.903,85.6077,12.65
"1623",20000610,0,23.17,3.236,97.027,14.798,127.883,85.1333,12.144
"1624",20000611,6.4,20.486,2.856,96.99,6.556,95.6377,53.0935,11.884
"1625",20000612,0.1,17.338,2.598,97.95,6.518,84.4763,92.6989,12.165
"1626",20000613,1.2,22.094,2.333,97.975,12.079,130.1,95.6425,11.857
"1627",20000614,2.2,18.155,2.047,97.738,4.763,21.6954,68.2357,11.796
"1628",20000615,6.7,14.225,3.463,97.496,2.56,4.0872,61.3698,11.867
"1629",20000616,0,10.418,4.391,97.844,4.862,97.1538,72.7453,12.234
"1630",20000617,0,10.025,3.127,98.394,5.41,117.27,62.064,12.33
"1631",20000618,0,16.335,2.488,98.252,11.613,95.2023,80.0318,12.07
"1632",20000619,0,22.476,2.461,97.798,17.227,113.443,68.7286,11.61
"1633",20000620,0,26.05,3.318,97.288,22.473,112.01,82.1425,11.336
"1634",20000621,0.8,27.693,2.822,97.025,25.91,62.7106,66.6951,11.092
"1635",20000622,0,23.753,3.418,97.09,16.386,100.838,76.3568,10.786
"1636",20000623,1.9,17.004,2.623,97.269,6.449,20.5506,61.7501,10.457
"1637",20000624,3.2,13.818,3.165,96.938,4.904,9.93146,69.0365,9.916
"1638",20000625,0.2,11.975,3.133,97.002,4.168,61.6312,47.5547,9.524
"1639",20000626,5.4,9.815,3.25,97.346,3.232,29.8187,65.1089,9.314
"1640",20000627,0.3,9.301,3.591,97.444,3.79,37.6081,60.5838,9.304
"1641",20000628,0.1,10.767,3.082,97.169,5.633,124.301,51.6698,9.242
"1642",20000629,0,10.003,2.82,97.223,4.604,70.075,33.5331,8.866
"1643",20000630,0,12.246,3.252,96.944,6.336,107.654,52.3783,8.858
"1644",20000701,0.8,16.698,3.102,96.673,8.164,75.2787,52.9103,8.808
"1645",20000702,0.1,18.071,2.611,96.79,6.986,64.3167,57.1623,8.644
"1646",20000703,2.1,19.774,2.166,96.488,7.919,63.4148,76.3992,8.457
"1647",20000704,20.8,17.987,2.626,96.206,4.819,45.3532,54.9899,10.136
"1648",20000705,6.5,14.651,4.542,96.617,3.218,-20.6503,72.8477,12.918
"1649",20000706,0,15.692,3.261,97.333,5.304,62.0033,62.9696,12.831
"1650",20000707,3.1,14.912,1.684,96.904,3.348,10.2388,51.1237,12.568
"1651",20000708,27.6,9.912,3.816,96.585,0.754,-27.0548,25.4301,16.401
"1652",20000709,0.5,12.168,3.392,96.254,3.717,23.4181,78.6317,16.189
"1653",20000710,2.6,15.049,4.433,95.29,5.078,24.5212,100.596,15.245
"1654",20000711,0.1,15.011,3.242,95.477,5.666,3.96988,64.3256,14.831
"1655",20000712,0,12.185,3.669,96.419,4.449,9.89959,59.6361,14.334
"1656",20000713,0.5,12.204,3.394,96.723,5.165,56.3085,74.6195,14.054
"1657",20000714,10.5,11.616,3.125,95.91,1.632,-12.9271,58.0202,15.324
"1658",20000715,0.5,11.361,2.76,96.127,3.137,27.3505,85.7237,17.358
"1659",20000716,0.2,12.621,3.309,96.627,4.63,40.6878,62.7365,16.41
"1660",20000717,4.6,12.147,3.016,97.052,2.064,-20.2969,58.711,15.777
"1661",20000718,0,12.289,2.651,97.144,3.278,11.4175,41.2542,15.95
"1662",20000719,3.7,11.612,3.285,96.981,3.005,37.5341,48.7685,15.644
"1663",20000720,0.1,12.861,2.912,97.242,4.204,-0.479792,66.8563,15.338
"1664",20000721,0.3,11.604,2.934,97.377,2.698,10.4286,45.0033,15.069
"1665",20000722,0,12.999,3.119,97.235,2.802,34.1938,42.5865,14.67
"1666",20000723,0,16.512,1.977,97.029,6.543,56.8327,66.5572,14.412
"1667",20000724,0,18.26,2.115,96.375,7.4,26.0296,67.0586,13.958
"1668",20000725,3.7,18.445,3.321,96.085,6.976,27.594,82.2355,13.522
"1669",20000726,1,16.712,2.941,96.35,5.249,46.836,73.9871,13.45
"1670",20000727,0.7,16.944,2.57,97,5.272,51.0716,83.3273,13.045
"1671",20000728,0.5,16.652,2.723,96.637,5.925,40.4594,65.2402,12.792
"1672",20000729,5.4,12.63,4.202,96.777,1.301,-10.162,42.2561,12.428
"1673",20000730,3.9,14.496,3.269,97.427,3.648,28.1692,75.4735,13.764
"1674",20000731,0,16.29,2.939,97.823,6.185,59.1897,58.6779,13.794
"1675",20000801,0,19.407,2.006,97.652,10.958,82.6597,79.5368,13.386
"1676",20000802,0.3,19.876,4.25,97.156,9.502,41.9592,61.6788,12.824
"1677",20000803,0,18.047,2.493,97.34,8.86,52.4774,77.6573,12.358
"1678",20000804,0,18.1,2.746,97.456,9.56,77.1135,67.9528,11.926
"1679",20000805,0,18.815,2.261,97.65,10.307,89.0685,62.7807,11.447
"1680",20000806,1.1,17,2.199,97.448,6.099,30.0474,46.9548,11.081
"1681",20000807,5.9,15.3,2.828,97.402,5.277,4.41035,38.5675,11.755
"1682",20000808,0.1,15.289,2.283,97.467,5.919,68.1122,51.7463,12.163
"1683",20000809,0,15.941,2.463,97.565,5.667,50.1398,44.8181,11.819
"1684",20000810,5.4,19.003,3.286,97.206,8.214,25.8187,62.2286,11.335
"1685",20000811,0,17.909,2.668,97.05,5.816,46.0606,76.3509,12.065
"1686",20000812,0,19.244,1.669,97.1,10.231,67.946,55.8752,11.722
"1687",20000813,0,22.092,2.384,97.381,15.547,87.6911,57.7392,11.104
"1688",20000814,0,24.431,2.428,97.481,19.79,69.3396,34.5796,10.583
"1689",20000815,0,23.444,3.306,97.4,14.042,69.4593,40.97,10.167
"1690",20000816,0,20.587,2.605,97.217,9.342,78.5405,60.4078,10.023
"1691",20000817,2.2,21.952,3.176,96.883,12.57,65.3479,40.6109,9.568
"1692",20000818,0.1,20.19,2.435,97.104,8.506,16.5513,46.3143,8.969
"1693",20000819,0.2,23.695,3.234,96.996,14.756,70.5358,57.5402,8.729
"1694",20000820,6.6,22.784,2.593,96.921,12.124,81.4207,60.8662,8.459
"1695",20000821,17.4,18.584,3.204,96.854,5.423,41.8295,54.8678,8.21
"1696",20000822,6.2,14.189,1.9,97.458,3.795,19.8553,63.9583,9.931
"1697",20000823,0,15.839,2.625,97.804,6.565,58.1934,42.5026,10.484
"1698",20000824,0,16.569,2.541,97.696,8.336,49.2397,56.2181,10.34
"1699",20000825,0,14.7,3.376,97.579,5.951,44.4802,40.5554,10.067
"1700",20000826,0,15.061,3.466,97.521,7.562,92.7052,70.4365,9.786
"1701",20000827,0,16.985,4.192,97.219,9.913,99.01,71.3665,9.595
"1702",20000828,7.8,14.799,2.79,97.41,3.433,-19.7671,22.4371,9.803
"1703",20000829,0.1,16.81,2.573,97.54,7.728,23.7855,77.608,10.756
"1704",20000830,0,16.66,2.15,97.192,7.388,45.9564,54.4626,10.545
"1705",20000831,0,16.146,2.086,96.612,4.943,50.1475,48.1124,10.319
"1706",20000901,3.3,16.218,2.14,96.263,4.537,38.0554,40.6439,9.908
"1707",20000902,3.6,13.91,3.984,95.956,4.183,26.4504,77.9842,10.607
"1708",20000903,11.4,11.231,4.696,96.104,1.312,-12.6629,52.23,11.266
"1709",20000904,17.9,9.953,3.891,97.038,1.43,-4.8855,53.9394,14.358
"1710",20000905,0.1,10.039,3.239,97.548,2.404,8.33312,30.6363,14.101
"1711",20000906,0.9,11.986,3.412,97.025,4.507,21.8358,53.9527,13.489
"1712",20000907,4.3,11.912,2.949,96.56,2.138,-13.0208,57.7682,14.89
"1713",20000908,0.1,14.154,3.221,97.65,4.402,22.5925,54.7519,14.638
"1714",20000909,0,18.41,2.354,97.921,8.069,57.4984,63.5615,13.874
"1715",20000910,0,18.146,1.653,98.031,5.644,26.2944,43.8484,13.374
"1716",20000911,0,17.645,1.903,97.437,4.849,29.2928,54.8545,13.096
"1717",20000912,0,18.336,2.173,96.987,6.78,45.3192,66.8174,12.676
"1718",20000913,0.2,17.26,3.05,96.683,5.466,7.44146,40.5775,12.311
"1719",20000914,0,14.998,2.326,97.11,4.22,25.4368,40.669,12.042
"1720",20000915,0.1,15.166,2.42,97.204,4.914,24.8013,45.4654,11.62
"1721",20000916,7.2,14.253,3.299,96.379,4.429,-3.77451,59.7529,13.048
"1722",20000917,1.9,11.531,1.957,96.394,2.057,10.4994,39.9144,13.27
"1723",20000918,0,10.073,1.993,96.692,1.699,34.4404,32.7015,12.928
"1724",20000919,0,9.239,2.678,96.573,2.962,50.6494,36.9625,12.909
"1725",20000920,0.1,7.866,3.233,96.604,2.193,34.5144,27.6086,12.595
"1726",20000921,6.4,7.516,3.301,96.879,0.992,-1.09292,15.7418,13.566
"1727",20000922,0.1,9.569,1.436,97.883,1.678,-9.9021,27.5006,14.995
"1728",20000923,0,10.762,2.717,98.177,4.034,43.921,50.4531,14.442
"1729",20000924,0.1,9.727,3.014,97.835,4.09,50.8946,45.47,13.986
"1730",20000925,0.1,12.28,3.26,97.748,4.592,50.6919,44.7744,13.506
"1731",20000926,0,14.201,2.357,97.775,4.755,21.6118,38.4183,12.881
"1732",20000927,0.1,16.923,3.886,97.362,6.473,39.7079,54.2757,12.5
"1733",20000928,0,17.423,3.807,96.848,6.51,27.5306,51.3201,12.185
"1734",20000929,0,15.311,3.938,96.34,7.178,42.3235,60.6751,12.827
"1735",20000930,0,15.046,3.397,96.14,5.594,38.2912,40.6758,12.952
"1736",20001001,9.6,15.762,2.996,96.09,4.239,19.6445,31.5307,12.885
"1737",20001002,5.1,13.152,3,96.342,2.853,-13.3089,35.9976,13.009
"1738",20001003,0.1,12.63,2.704,97.633,2.862,30.3727,32.1941,12.871
"1739",20001004,0,14.072,1.967,97.635,2.998,-0.958958,19.5039,12.587
"1740",20001005,0,14.826,1.757,97.185,3.869,2.42525,27.9079,12.39
"1741",20001006,9.5,9.237,3.192,97.325,0.917,-17.0613,8.1277,14.179
"1742",20001007,20.1,6.79,3.226,97.721,0.612,-13.8364,6.90125,17.196
"1743",20001008,1.3,6.743,1.985,97.492,0.921,-9.54206,18.5833,18.628
"1744",20001009,3.6,7.714,2.685,96.59,1.699,-21.2017,35.7301,18.901
"1745",20001010,0.2,7.918,4.366,95.425,2.533,-17.5894,34.0952,18.525
"1746",20001011,0,10.318,4.363,94.904,4.178,6.726,41.2015,17.488
"1747",20001012,1.5,11.548,2.183,95.783,3.379,-9.8925,27.0857,16.393
"1748",20001013,0.1,13.255,1.939,96.571,2.889,3.23875,25.3958,15.8
"1749",20001014,0.1,11.851,1.86,97.144,0.893,3.55625,10.4234,15.354
"1750",20001015,0,15.714,3.253,96.725,5.788,-13.6752,34.8776,15.257
"1751",20001016,0,15.995,3.738,96.692,6.47,-11.3997,28.3886,14.82
"1752",20001017,0.1,12.633,2.963,97.654,3.753,-2.94218,27.9887,14.587
"1753",20001018,2.7,8.975,1.627,98.004,1.026,-15.7802,9.53417,14.828
"1754",20001019,0,9.72,2.549,97.692,1.706,9.9645,31.1732,14.89
"1755",20001020,0.2,9.748,3.048,97.879,2.314,0.17375,22.6749,14.761
"1756",20001021,0,9.815,4.359,98.054,4.393,21.8483,35.2531,14.562
"1757",20001022,0,10.94,3.128,98.333,4.885,0.449375,30.0332,14.276
"1758",20001023,0,10.697,3.498,97.896,4.633,-2.51479,30.6606,13.913
"1759",20001024,0.6,11.552,4.08,97.321,4.16,-1.76708,32.4644,13.43
"1760",20001025,0.2,11.862,4.829,96.702,4.323,-13.4643,29.7785,13.319
"1761",20001026,1,9.915,3.583,96.554,2.437,-16.4624,31.5426,13.003
"1762",20001027,0.5,7.336,3.376,97.121,2.308,-1.99766,26.5472,13.128
"1763",20001028,0.5,10.594,3.5,97.125,2.358,-17.6404,22.2156,12.675
"1764",20001029,0,11.21,4.806,96.823,4.84,-24.0856,34.9659,12.406
"1765",20001030,0,10.413,6.638,95.921,5.165,16.3398,37.3323,12.317
"1766",20001031,0.3,10.022,4.377,95.6,3.812,-21.086,25.8354,11.87
"1767",20001101,0,8.173,4.536,96.052,3.617,0.702292,22.8496,11.708
"1768",20001102,0.1,9.008,4.223,96.019,4.148,8.22417,28.0076,11.37
"1769",20001103,2.9,8.288,2.875,95.667,2.909,-5.79715,21.0776,11.192
"1770",20001104,2,6.535,2.527,96.337,1.667,-18.3657,15.8776,13.026
"1771",20001105,0,4.844,2.587,96.765,2.12,-13.5847,12.688,12.997
"1772",20001106,0.1,6.232,4.654,94.958,2.603,6.07051,15.9871,12.747
"1773",20001107,0,9.889,3.274,94.321,4.362,-6.72396,31.7483,12.118
"1774",20001108,0.8,7.689,3.895,95.24,3.27,2.79125,23.4746,11.818
"1775",20001109,0,6.818,3.501,96.231,3.059,-11.9952,17.171,11.685
"1776",20001110,0,5.335,3.425,97.152,2.877,8.88813,16.2775,11.701
"1777",20001111,0,4.533,4.182,97.619,2.78,5.27812,14.7829,11.521
"1778",20001112,0.1,6.152,4.711,96.735,4.165,-16.1983,25.2896,11.207
"1779",20001113,0,8.164,3.821,95.875,3.862,-20.9446,11.2348,10.684
"1780",20001114,6.2,7.693,2.598,96.062,1.75,-12.4472,5.56444,10.495
"1781",20001115,0.1,6.346,2.658,96.958,1.709,-25.1418,19.3371,11.26
"1782",20001116,0,5.891,2.636,96.906,2.781,11.6679,17.0957,11.371
"1783",20001117,4.4,3.692,1.938,96.525,0.835,-13.04,2.86026,11.516
"1784",20001118,0.1,2.649,3.882,96.821,1.607,-14.7497,33.402,13.04
"1785",20001119,0,3.203,4.213,96.133,2.848,0.769945,13.5991,13.198
"1786",20001120,0.3,5.276,3.062,95.971,2.602,-12.0815,14.6266,12.99
"1787",20001121,1.4,4.424,2.135,96.252,0.868,-20.5258,10.9767,12.844
"1788",20001122,0,6.444,4.354,96.581,2.519,-19.3596,22.0696,12.644
"1789",20001123,0,6.95,3.001,96.35,2.605,-7.09806,11.8806,12.475
"1790",20001124,1.2,6.494,2.862,96.221,2.341,-10.303,12.7758,12.394
"1791",20001125,5.8,4.051,1.465,96.483,0.86,-7.96,7.18745,13.247
"1792",20001126,0.8,4.047,3.252,95.756,1.17,-30.9896,21.69,14.279
"1793",20001127,2.1,4.152,3.29,96.962,1.21,-32.2319,29.5577,14.559
"1794",20001128,0.7,5.013,4.601,97.196,1.75,-24.3443,14.2805,15.06
"1795",20001129,0,10.06,3.689,96.973,3.575,-11.064,16.3394,14.685
"1796",20001130,0,8.122,3.016,97.24,2.454,-22.0849,5.86958,14.652
"1797",20001201,0.2,6.356,2.698,97.2,2.06,-12.6927,7.72051,14.445
"1798",20001202,0,8.731,2.676,97.25,2.597,-26.6971,3.81686,14.275
"1799",20001203,0,7.618,3.029,97.267,2.497,-0.982292,12.2144,14.24
"1800",20001204,0.1,5.554,3.286,97.433,1.987,-9.32013,8.15985,14.238
"1801",20001205,0,7.264,4.075,97.404,2.891,-20.9423,7.14586,14.091
"1802",20001206,0,3.887,3.892,97.119,2.156,-1.4182,4.87229,13.999
"1803",20001207,0,4.744,4.631,96.862,2.052,0.984039,2.67318,13.838
"1804",20001208,2.5,7.837,4.322,96.388,3.321,-28.8762,10.6313,13.607
"1805",20001209,0,7.55,3.929,96.99,2.378,-37.7244,10.4167,13.628
"1806",20001210,2.9,6.67,4.733,96.977,2.246,-42.1144,16.597,13.654
"1807",20001211,0.9,7.954,4.766,97.419,3.069,-36.5152,21.9331,13.49
"1808",20001212,2.8,10.855,4.702,97.329,2.804,-34.1215,31.7825,12.99
"1809",20001213,0,10.8,5.908,96.748,5.642,24.5765,18.6705,12.925
"1810",20001214,0.9,7.001,5.228,96.071,2.903,8.8175,16.301,13.23
"1811",20001215,9.9,3.465,5.367,95.323,1.193,-7.25268,37.9833,13.517
"1812",20001216,4.4,0.457,5.729,95.731,0.597,13.2208,8.30558,18.463
"1813",20001217,0.3,0.207,4.191,96.592,0.499,-1.90776,5.60473,19.635
"1814",20001218,0,0.464,2.39,97.329,1.136,3.32817,7.02172,19.21
"1815",20001219,0,-0.277,1.391,97.721,1.246,5.35817,2.83406,19.17
"1816",20001220,0,-2.945,2.136,98.263,0.437,-0.104211,4.90022,18.362
"1817",20001221,0,-6.311,2.967,98.185,0.302,-0.0374532,2.4225,17.825
"1818",20001222,0,-4.772,3.045,97.633,0.324,5.83537,5.51024,17.431
"1819",20001223,0,0.767,2.833,96.558,1.589,-16.7133,0.0408581,17.213
"1820",20001224,0,2.462,2.172,95.806,2.506,-2.67083,1.04506,16.905
"1821",20001225,2.2,-1.493,1.176,95.127,0.789,15.954,3.74511,16.704
"1822",20001226,1.2,-2.23,1.965,94.84,0.553,-4.12245,3.76762,16.69
"1823",20001227,0,2.846,2.881,94.637,1.811,-4.33575,9.52742,17.224
"1824",20001228,0.6,3.197,3.501,94.785,2.213,-21.465,6.38172,17.713
"1825",20001229,0,-0.48,2.906,95.258,1.653,-8.91338,1.6025,18.545
"1826",20001230,0.6,-1.102,2.725,95.356,0.453,-6.51375,7.33438,18.805
"1827",20001231,2.5,-1.975,3.385,96.633,0.348,17.6028,6.51091,18.544
"1828",20010101,0.7,-1.056,2.987,96.341,0.382,3.70417,5.66124,18.244
"1829",20010102,1.2,2.287,4.416,95.692,1.621,-2.19755,1.65106,17.585
"1830",20010103,0,3.936,4.228,96.088,2.074,-12.3554,2.16241,17.87
"1831",20010104,0.2,3.268,4.108,96.074,2.492,-5.36185,5.36858,18.233
"1832",20010105,4.2,4.715,6.337,95.469,2.207,-16.097,9.20641,17.884
"1833",20010106,2,7.136,5.245,95.427,2.48,-26.135,24.3333,18.645
"1834",20010107,0,4.148,3.159,96.612,1.756,-13.1786,4.26247,18.238
"1835",20010108,0,2.734,2.638,96.655,1.309,-11.2417,2.43684,17.839
"1836",20010109,0.4,0.492,3.515,96.789,1.054,-10.4734,6.33431,18.598
"1837",20010110,0.1,0.926,2.241,96.927,1.746,-1.13183,4.53166,18.509
"1838",20010111,1.2,-1.735,1.988,97.47,0.457,-3.81305,5.57411,18.914
"1839",20010112,0,-3.301,2.557,98.084,0.4,10.0926,7.45435,18.289
"1840",20010113,0,-4.531,1.259,98.721,1.206,3.2628,5.82516,17.855
"1841",20010114,0,-4.017,1.158,98.792,1.024,-0.580503,2.75348,17.632
"1842",20010115,0,-3.518,3.057,98.444,1.093,10.4035,4.0549,17.385
"1843",20010116,0,-4.756,2.609,97.986,1.058,-2.22298,2.34214,17.186
"1844",20010117,0,-3.904,3.447,97.602,1.046,9.99727,1.43515,16.594
"1845",20010118,0.4,-3.568,2.186,97.552,1.027,11.4363,0.991524,15.692
"1846",20010119,0.7,-1.856,2.31,97.597,1.277,8.50006,11.6313,15.414
"1847",20010120,0,-1.154,2.539,97.816,1.241,-5.31879,2.40335,15.392
"1848",20010121,0,-1.058,2.436,97.902,1.327,-4.08745,1.60956,15.605
"1849",20010122,0.1,-1.118,3.968,96.945,0.76,0.540551,3.15272,15.813
"1850",20010123,0.1,0.513,4.942,96.373,1.027,11.0515,2.49065,15.837
"1851",20010124,7.2,2.812,3.763,95.946,1.734,2.53484,3.22917,15.448
"1852",20010125,0,3.625,3.764,96.199,1.721,27.4074,12.1539,17.492
"1853",20010126,2.2,2.6,3.608,96.067,1.39,-2.43981,17.7414,19.66
"1854",20010127,0.2,1.732,4.931,95.31,1.702,22.7698,7.77749,20.41
"1855",20010128,0,1.701,4.596,95.608,2.112,41.6292,6.28314,20.05
"1856",20010129,0,0.146,2.456,96.743,0.722,11.2215,2.17061,20.196
"1857",20010130,4,-0.553,1.576,97.504,0.447,5.1247,3.56636,20.684
"1858",20010131,2,-1.853,2.713,97.558,0.349,17.6771,2.81087,21.082
"1859",20010201,5.5,-2.422,2.551,97.558,0.345,15.9529,6.99441,20.615
"1860",20010202,4.4,-4.682,2.899,97.142,0.438,25.868,17.0872,19.926
"1861",20010203,5.6,-5.49,1.916,96.285,0.323,8.47466,4.90365,19.732
"1862",20010204,7.2,-2.523,1.553,95.822,0.328,0.611328,2.72411,19.915
"1863",20010205,5,5.712,5.709,95.369,1.846,-49.1335,26.5518,25.485
"1864",20010206,0.1,9.419,5.667,96.141,3.804,3.32266,10.8647,25.323
"1865",20010207,0,11.277,4.163,96.262,6.364,-5.18459,11.9142,23.182
"1866",20010208,0,9.243,4.194,95.808,5.321,-24.7757,8.09081,22.722
"1867",20010209,1.3,5.53,3.871,96.625,2.79,7.24773,4.96733,22.164
"1868",20010210,0.4,-0.068,2.013,98.611,0.745,14.5611,14.8057,21.895
"1869",20010211,0,5.485,4.682,98.842,3.715,10.2718,9.81732,21.976
"1870",20010212,0,9.777,3.891,98.069,4.84,-14.8983,10.6298,21.043
"1871",20010213,1.2,3.624,2.948,98.21,1.236,-10.988,15.9874,20.393
"1872",20010214,0,1.459,2.36,98.646,1.135,30.27,6.89224,20.447
"1873",20010215,0,4.295,3.111,98.545,3.384,32.832,11.9027,20.746
"1874",20010216,0,7.158,1.572,98.076,7.036,19.2231,18.4861,20.265
"1875",20010217,0.3,-0.891,2.509,98.575,0.849,4.19383,4.81784,20.938
"1876",20010218,1.1,-0.599,4.441,98.553,0.459,24.4968,2.36448,20.382
"1877",20010219,0.2,1.358,3.928,98.296,0.878,36.1353,9.72113,19.786
"1878",20010220,1.7,1.546,5.44,97.637,1.387,82.06,14.3135,19.764
